TOURNEY_ID,TOURNEY_NAME,TOURNEY_LEVEL,TOURNEY_DRAW_SIZE,TOURNEY_SURFACE,TOURNEY_IS_INDOOR,TOURNEY_START_DATE,REF_YEAR
1987-305,Nice,Outro,32,Clay,-,1987-01-13,1987
1988-348,Frankfurt,Outro,32,Carpet,Sim,1988-01-17,1988
1991-D051,Davis Cup,Davis Cup,4,Clay,-,1991-01-01,1991
1992-D001,Davis Cup,Davis Cup,4,Carpet,Sim,1992-01-25,1992
1992-429,Stockholm Masters,Masters 1000,48,Carpet,Sim,1992-01-26,1992
1993-407,Rotterdam,Outro,32,Carpet,Sim,1993-01-22,1993
1994-D044,Davis Cup,Davis Cup,4,Hard,-,1994-01-25,1994
1995-D056,Davis Cup,Davis Cup,4,Hard,-,1995-01-31,1995
1996-D069,Davis Cup,Davis Cup,4,Clay,-,1996-01-12,1996
1998-D025,Davis Cup,Davis Cup,4,Hard,-,1998-01-01,1998
1998-D024,Davis Cup,Davis Cup,4,Hard,-,1998-01-13,1998
1999-D025,Davis Cup,Davis Cup,4,Hard,-,1999-01-24,1999
2001-D020,Davis Cup,Davis Cup,4,Carpet,Sim,2001-01-27,2001
2002-D044,Davis Cup,Davis Cup,4,Clay,-,2002-01-05,2002
2005-D043,Davis Cup,Davis Cup,4,Grass,-,2005-01-29,2005
2008-329,Tokyo,Outro,48,Hard,-,2008-01-29,2008
2009-D056,Davis Cup,Davis Cup,4,Clay,-,2009-01-10,2009
2010-468,Estoril,Outro,28,Clay,-,2010-01-03,2010
2012-429,Stockholm,Outro,28,Hard,-,2012-01-15,2012
2013-D058,Davis Cup,Davis Cup,4,Clay,-,2013-01-05,2013
2015-496,Marseille,Outro,28,Hard,-,2015-01-16,2015
2022-M-DC-2022-WG2-M-LTU-EGY-01,Davis Cup,Davis Cup,4,Hard,-,2022-01-17,2022
2024-0416,Rome Masters,Masters 1000,128,Clay,-,2024-01-06,2024
2025-M-DC-2025-WG1-PO-KAZ-PAK-01,Davis Cup,Davis Cup,4,Hard,-,2025-01-01,2025
1968-T131,Helsinki,Outro,-1,-,-,1968-01-06,1968
1968-D037,Davis Cup,Davis Cup,4,Clay,-,1968-01-23,1968
1970-D051,Davis Cup,Davis Cup,4,Clay,-,1970-01-11,1970
1971-D050,Davis Cup,Davis Cup,4,Clay,-,1971-01-11,1971
1972-7308,Adelaide,Outro,64,Grass,-,1972-01-17,1972
1975-804,Munich WCT,Outro,32,Carpet,Sim,1975-01-10,1975
1982-D041,Davis Cup,Davis Cup,4,Hard,-,1982-01-11,1982
1982-707,South Orange,Outro,32,Clay,-,1982-01-26,1982
1983-580,Australian Open,Grand Slam,96,Grass,-,1983-01-29,1983
1985-D001,Davis Cup,Davis Cup,4,Clay,-,1985-01-10,1985
1990-428,Tokyo Indoor,Outro,48,Carpet,Sim,1990-01-08,1990
1991-D047,Davis Cup,Davis Cup,4,Clay,-,1991-01-03,1991
1993-580,Australian Open,Grand Slam,128,Hard,-,1993-01-18,1993
1994-D060,Davis Cup,Davis Cup,4,Clay,-,1994-01-15,1994
1994-D041,Davis Cup,Davis Cup,4,Hard,-,1994-01-23,1994
1995-438,Moscow,Outro,32,Carpet,Sim,1995-01-06,1995
1998-325,Palermo,Outro,32,Clay,-,1998-01-05,1998
1998-D020,Davis Cup,Davis Cup,4,Hard,-,1998-01-13,1998
2001-D067,Davis Cup,Davis Cup,4,Clay,-,2001-01-21,2001
2006-D063,Davis Cup,Davis Cup,4,Hard,-,2006-01-07,2006
2007-D044,Davis Cup,Davis Cup,4,Hard,-,2007-01-06,2007
2007-440,s Hertogenbosch,Outro,32,Grass,-,2007-01-17,2007
2008-D081,Davis Cup,Davis Cup,4,Clay,-,2008-01-19,2008
2012-424,San Jose,Outro,28,Hard,-,2012-01-13,2012
2013-D054,Davis Cup,Davis Cup,4,Clay,-,2013-01-01,2013
2014-D054,Davis Cup,Davis Cup,4,Hard,-,2014-01-31,2014
2015-D052,Davis Cup,Davis Cup,4,Hard,-,2015-01-06,2015
2015-D075,Davis Cup,Davis Cup,4,Hard,-,2015-01-18,2015
2016-0499,Delray Beach,Outro,32,Hard,-,2016-01-15,2016
2017-M-DC-2017-G1-AO-M-KAZ-CHN-01,Davis Cup,Davis Cup,4,Clay,-,2017-01-07,2017
2018-M014,Moscow,Outro,32,Hard,-,2018-01-15,2018
2024-M-DC-2024-WG2-M-BAR-PAK-01,Davis Cup,Davis Cup,4,Hard,-,2024-01-14,2024
2024-6116,Atlanta,Outro,32,Hard,-,2024-01-22,2024
2026-807,Acapulco,ATP 500,32,Hard,Não,2026-01-01,2026
2026-410,Monte Carlo,Masters 1000,56,Clay,Não,2026-01-09,2026
2026-316,Bastad,ATP 250,28,Clay,Não,2026-01-14,2026
2026-416,Rome Masters,Masters 1000,96,Clay,Não,2026-01-16,2026
1968-417,Boston 1,Outro,16,Grass,-,1968-01-12,1968
1969-D011,Davis Cup,Davis Cup,4,Clay,-,1969-01-09,1969
1970-654,Sacramento,Outro,16,Hard,-,1970-01-07,1970
1971-707,South Orange,Outro,64,Hard,-,1971-01-01,1971
1972-2016,London,Outro,32,Carpet,Sim,1972-01-18,1972
1972-302,Toronto WCT,Outro,32,Carpet,Sim,1972-01-20,1972
1972-319,Kitzbuhel,Outro,32,Clay,-,1972-01-22,1972
1973-661,Dusseldorf,Outro,16,Clay,-,1973-01-09,1973
1973-436,Charlotte WCT,Outro,32,Clay,-,1973-01-16,1973
1975-D032,Davis Cup,Davis Cup,4,Clay,-,1975-01-16,1975
1975-D040,Davis Cup,Davis Cup,4,-,-,1975-01-19,1975
1975-D046,Davis Cup,Davis Cup,4,Clay,-,1975-01-22,1975
1977-D039,Davis Cup,Davis Cup,4,-,-,1977-01-01,1977
1977-417,Boston,Outro,64,Clay,-,1977-01-23,1977
1978-709,Sarasota,Outro,32,Carpet,Sim,1978-01-29,1978
1980-275,Sao Paulo,Outro,32,Carpet,Sim,1980-01-28,1980
1984-D028,Davis Cup,Davis Cup,4,Clay,-,1984-01-04,1984
1984-321,Stuttgart Outdoor,Outro,32,Clay,-,1984-01-16,1984
1987-411,Chicago,Outro,32,Carpet,Sim,1987-01-30,1987
1988-428,Tokyo Indoor,Outro,32,Carpet,Sim,1988-01-18,1988
1989-D068,Davis Cup,Davis Cup,4,Hard,-,1989-01-03,1989
1989-416,Rome,Masters 1000,64,Clay,-,1989-01-15,1989
1991-D003,Davis Cup,Davis Cup,4,Grass,-,1991-01-01,1991
1991-D015,Davis Cup,Davis Cup,4,Clay,-,1991-01-20,1991
1994-497,Zaragoza,Outro,32,Carpet,Sim,1994-01-07,1994
1995-773,Bucharest,Outro,32,Clay,-,1995-01-11,1995
1995-418,Washington,Outro,56,Hard,-,1995-01-17,1995
1997-D026,Davis Cup,Davis Cup,4,Hard,-,1997-01-07,1997
1997-615,Dusseldorf,Outro,32,Clay,-,1997-01-19,1997
2000-D004,Davis Cup,Davis Cup,4,Grass,-,2000-01-07,2000
2001-407,Rotterdam,Outro,32,Hard,-,2001-01-19,2001
2001-D076,Davis Cup,Davis Cup,4,Clay,-,2001-01-21,2001
2003-423,Los Angeles,Outro,32,Hard,-,2003-01-28,2003
2005-D063,Davis Cup,Davis Cup,4,Clay,-,2005-01-15,2005
2006-D012,Davis Cup,Davis Cup,4,Grass,-,2006-01-07,2006
2006-573,Valencia,Outro,32,Clay,-,2006-01-10,2006
2008-D008,Davis Cup,Davis Cup,4,Hard,-,2008-01-08,2008
2008-475,Warsaw,Outro,32,Clay,-,2008-01-09,2008
2009-D011,Davis Cup,Davis Cup,4,Hard,-,2009-01-10,2009
2011-D022,Davis Cup,Davis Cup,4,Hard,-,2011-01-04,2011
2011-422,Cincinnati Masters,Masters 1000,56,Hard,-,2011-01-14,2011
2012-D029,Davis Cup,Davis Cup,4,Hard,-,2012-01-10,2012
2013-451,Doha,Outro,32,Hard,-,2012-01-31,2012
2014-D074,Davis Cup,Davis Cup,4,Hard,-,2014-01-12,2014
2015-D051,Davis Cup,Davis Cup,4,Hard,-,2015-01-06,2015
2015-D046,Davis Cup,Davis Cup,4,Clay,-,2015-01-06,2015
2015-D058,Davis Cup,Davis Cup,4,Hard,-,2015-01-17,2015
2019-M-DC-2019-G1-EPA-M-POR-BLR-01,Davis Cup,Davis Cup,4,Hard,-,2019-01-13,2019
2020-9158,Cordoba,Outro,32,Clay,-,2020-01-03,2020
2021-M-DC-2021-FLS-D-M-AUS-HUN-01,Davis Cup,ATP Finals,2,Hard,-,2021-01-27,2021
2023-0499,Delray Beach,Outro,32,Hard,-,2023-01-13,2023
2024-M-DC-2024-WG2-PO-ESA-POC-01,Davis Cup,Davis Cup,4,Hard,-,2024-01-02,2024
2024-560,Us Open,Grand Slam,128,Hard,-,2024-01-26,2024
1968-T134,King's Cup 2R,Outro,-1,Carpet,Sim,1968-01-10,1968
1968-9334,Lugano,Outro,64,Clay,-,1968-01-10,1968
1968-9332,London 2,Outro,32,Hard,-,1968-01-11,1968
1968-T116,La Coruna,Outro,-1,Clay,-,1968-01-25,1968
1971-D012,Davis Cup,Davis Cup,4,Clay,-,1971-01-17,1971
1971-9238,Kansas City,Outro,8,Hard,-,1971-01-30,1971
1972-D014,Davis Cup,Davis Cup,4,-,-,1972-01-20,1972
1974-436,Charlotte,Outro,32,Clay,-,1974-01-15,1974
1976-707,South Orange,Outro,32,Clay,-,1976-01-23,1976
1976-D033,Davis Cup,Davis Cup,4,-,-,1976-01-30,1976
1978-314,Gstaad,Outro,32,Clay,-,1978-01-10,1978
1978-303,Buenos Aires,Outro,32,Clay,-,1978-01-26,1978
1979-316,Bastad,Outro,32,Clay,-,1979-01-16,1979
1981-389,Denver,Outro,32,Carpet,Sim,1981-01-02,1981
1986-D061,Davis Cup,Davis Cup,4,Hard,-,1986-01-07,1986
1988-D005,Davis Cup,Davis Cup,4,Clay,-,1988-01-05,1988
1992-440,Rosmalen,Outro,32,Grass,-,1992-01-08,1992
1992-D007,Davis Cup,Davis Cup,4,Hard,-,1992-01-31,1992
1994-D069,Davis Cup,Davis Cup,4,Hard,-,1994-01-04,1994
1994-337,Vienna,Outro,32,Carpet,Sim,1994-01-17,1994
1996-505,Santiago,Outro,32,Clay,-,1996-01-04,1996
1996-D033,Davis Cup,Davis Cup,4,Hard,-,1996-01-05,1996
1996-314,Gstaad,Outro,32,Clay,-,1996-01-08,1996
1997-322,Zagreb,Outro,32,Carpet,Sim,1997-01-27,1997
2001-D033,Davis Cup,Davis Cup,4,Clay,-,2001-01-06,2001
2003-325,Palermo,Outro,32,Clay,-,2003-01-22,2003
2005-D037,Davis Cup,Davis Cup,4,Hard,-,2005-01-23,2005
2007-D064,Davis Cup,Davis Cup,4,Hard,-,2007-01-06,2007
2008-433,Las Vegas,Outro,32,Hard,-,2008-01-03,2008
2009-533,Costa Do Sauipe,Outro,32,Clay,-,2009-01-09,2009
2011-500,Halle,Outro,32,Grass,-,2011-01-06,2011
2012-D056,Davis Cup,Davis Cup,4,Hard,-,2012-01-14,2012
2013-403,Miami Masters,Masters 1000,96,Hard,-,2013-01-20,2013
2014-D072,Davis Cup,Davis Cup,4,Clay,-,2014-01-04,2014
2016-M-DC-2016-WG-M-CRO-BEL-01,Davis Cup,Davis Cup,4,Clay,-,2016-01-04,2016
2016-0568,St. Petersburg,Outro,32,Hard,-,2016-01-19,2016
2016-560,US Open,Grand Slam,128,Hard,-,2016-01-29,2016
2017-M-DC-2017-G2-AM-M-MEX-GUA-01,Davis Cup,Davis Cup,4,Hard,-,2017-01-03,2017
2017-M-DC-2017-G1-AM-M-BRA-ECU-01,Davis Cup,Davis Cup,4,Clay,-,2017-01-07,2017
2017-6116,Atlanta,Outro,32,Hard,-,2017-01-24,2017
2018-M-DC-2018-WG-M-USA-SRB-01,Davis Cup,Davis Cup,4,Clay,-,2018-01-02,2018
2018-520,Roland Garros,Grand Slam,128,Clay,-,2018-01-28,2018
2025-M-DC-2025-QLS-M-CAN-HUN-01,Davis Cup,Davis Cup,4,Hard,-,2025-01-31,2025
2026-1536,Madrid Masters,Masters 1000,96,Clay,Não,2026-01-23,2026
1969-9280,Oakland,Outro,16,Carpet,Sim,1969-01-23,1969
1970-303,Buenos Aires,Outro,32,Clay,-,1970-01-08,1970
1971-426,Johannesburg,Outro,128,Hard,-,1971-01-05,1971
1972-9238,Kansas City,Outro,8,Hard,-,1972-01-05,1972
1973-560,US Open,Grand Slam,128,Grass,-,1973-01-29,1973
1974-267,Barcelona WCT,Outro,32,Carpet,Sim,1974-01-03,1974
1976-424,San Francisco,Outro,64,Carpet,Sim,1976-01-27,1976
1977-710,Washington Indoor,Outro,32,Carpet,Sim,1977-01-14,1977
1977-2019,Ocean City,Outro,16,Hard,-,1977-01-15,1977
1980-711,Tulsa,Outro,32,Hard,-,1980-01-07,1980
1981-254,Johannesburg,Outro,32,Hard,-,1981-01-06,1981
1982-402,Memphis,Outro,64,Carpet,Sim,1982-01-08,1982
1984-322,Geneva,Outro,32,Clay,-,1984-01-17,1984
1987-434,Seoul,Outro,32,Hard,-,1987-01-20,1987
1988-301,Auckland,Outro,32,Hard,-,1988-01-04,1988
1990-D066,Davis Cup,Davis Cup,4,Clay,-,1990-01-20,1990
1995-428,Tokyo Indoor,Outro,48,Carpet,Sim,1995-01-09,1995
1997-D037,Davis Cup,Davis Cup,4,Clay,-,1997-01-07,1997
1997-D063,Davis Cup,Davis Cup,4,Clay,-,1997-01-11,1997
1997-D064,Davis Cup,Davis Cup,4,Carpet,Sim,1997-01-19,1997
2000-D080,Davis Cup,Davis Cup,4,Hard,-,2000-01-04,2000
2002-D069,Davis Cup,Davis Cup,4,Hard,-,2002-01-12,2002
2005-475,Sopot,Outro,32,Clay,-,2005-01-01,2005
2005-402,Memphis,Outro,32,Hard,-,2005-01-14,2005
2005-D033,Davis Cup,Davis Cup,4,Clay,-,2005-01-29,2005
2009-D032,Davis Cup,Davis Cup,4,Hard,-,2009-01-18,2009
2011-D024,Davis Cup,Davis Cup,4,Clay,-,2011-01-04,2011
2011-496,Marseille,Outro,28,Hard,-,2011-01-14,2011
2013-D072,Davis Cup,Davis Cup,4,Hard,-,2013-01-05,2013
2015-2276,Zagreb,Outro,28,Hard,-,2015-01-02,2015
2015-339,Brisbane,Outro,28,Hard,-,2015-01-04,2015
2016-0321,Stuttgart,Outro,32,Grass,-,2016-01-06,2016
2017-M-DC-2017-WG-M-ARG-ITA-01,Davis Cup,Davis Cup,4,Clay,-,2017-01-03,2017
2018-M-DC-2018-WG-M-CRO-USA-01,Davis Cup,Davis Cup,4,Clay,-,2018-01-14,2018
2018-M-DC-2018-G2-AM-M-URU-MEX-01,Davis Cup,Davis Cup,4,Clay,-,2018-01-15,2018
2018-0319,Kitzbuhel,Outro,32,Clay,-,2018-01-30,2018
2022-0410,Monte Carlo Masters,Masters 1000,64,Clay,-,2022-01-11,2022
2022-0500,Halle,Outro,32,Grass,-,2022-01-13,2022
2022-M-DC-2022-FLS-M-AUS-CRO-01,Davis Cup,ATP Finals,2,Hard,-,2022-01-25,2022
2024-0440,s Hertogenbosch,Outro,32,Grass,-,2024-01-10,2024
2025-7696,Next Gen ATP Finals,ATP Finals,8,Hard,Sim,2025-01-22,2025
2026-717,Houston,ATP 250,28,Clay,Não,2026-01-01,2026
2026-314,Gstaad,ATP 250,28,Clay,Não,2026-01-17,2026
1968-T132,Saltsjoebaden,Outro,-1,-,-,1968-01-10,1968
1969-301,Auckland,Outro,32,Grass,-,1969-01-29,1969
1971-262,London,Outro,32,Hard,-,1971-01-22,1971
1971-D016,Davis Cup,Davis Cup,4,Clay,-,1971-01-28,1971
1972-D039,Davis Cup,Davis Cup,4,Clay,-,1972-01-01,1972
1972-D025,Davis Cup,Davis Cup,4,-,-,1972-01-05,1972
1975-262,London WCT,Outro,16,Carpet,Sim,1975-01-04,1975
1975-425,Barcelona,Outro,64,Clay,-,1975-01-13,1975
1975-1602,San Antonio WCT,Outro,32,Hard,-,1975-01-23,1975
1977-309,Madrid,Outro,64,Clay,-,1977-01-10,1977
1981-D006,Davis Cup,Davis Cup,4,Carpet,Sim,1981-01-11,1981
1982-D015,Davis Cup,Davis Cup,4,Clay,-,1982-01-22,1982
1982-352,Paris Indoor,Outro,32,Hard,Sim,1982-01-25,1982
1985-429,Stockholm,Outro,32,Hard,-,1985-01-04,1985
1986-D060,Davis Cup,Davis Cup,4,Clay,-,1986-01-09,1986
1987-D006,Davis Cup,Davis Cup,4,Grass,-,1987-01-13,1987
1993-D003,Davis Cup,Davis Cup,4,Clay,-,1993-01-24,1993
1993-D062,Davis Cup,Davis Cup,4,Carpet,Sim,1993-01-26,1993
1996-326,Singapore,Outro,32,Carpet,Sim,1996-01-30,1996
1997-D027,Davis Cup,Davis Cup,4,Clay,-,1997-01-19,1997
1998-D071,Davis Cup,Davis Cup,4,Hard,-,1998-01-03,1998
1999-D080,Davis Cup,Davis Cup,4,Clay,-,1999-01-16,1999
1999-379,Prague,Outro,32,Clay,-,1999-01-26,1999
2002-319,Kitzbuhel,Outro,48,Clay,-,2002-01-22,2002
2004-414,Hamburg Masters,Masters 1000,64,Clay,-,2004-01-10,2004
2004-747,Beijing,Outro,32,Hard,-,2004-01-13,2004
2005-439,Umag,Outro,32,Clay,-,2005-01-25,2005
2006-D053,Davis Cup,Davis Cup,4,Clay,-,2006-01-07,2006
2006-D007,Davis Cup,Davis Cup,4,Hard,-,2006-01-10,2006
2006-440,s Hertogenbosch,Outro,32,Grass,-,2006-01-19,2006
2006-D023,Davis Cup,Davis Cup,4,Hard,-,2006-01-22,2006
2007-317,Amersfoort,Outro,32,Clay,-,2007-01-16,2007
2008-891,Chennai,Outro,32,Hard,-,2007-01-31,2007
2009-329,Tokyo,Outro,32,Hard,-,2009-01-05,2009
2011-D032,Davis Cup,Davis Cup,4,Hard,-,2011-01-04,2011
2013-D029,Davis Cup,Davis Cup,4,Hard,-,2013-01-05,2013
2015-D038,Davis Cup,Davis Cup,4,Hard,-,2015-01-06,2015
2016-7434,Sofia,Outro,32,Hard,-,2016-01-01,2016
2016-M-DC-2016-G2-EPA-M-BLR-DEN-01,Davis Cup,Davis Cup,4,Hard,-,2016-01-16,2016
2022-M-DC-2022-QLS-M-AUS-HUN-01,Davis Cup,Davis Cup,4,Hard,-,2022-01-04,2022
2022-0316,Bastad,Outro,32,Clay,-,2022-01-11,2022
2022-7694,Lyon,Outro,32,Clay,-,2022-01-16,2022
2022-M-DC-2022-FLS-1-A-M-ARG-CRO-01,Davis Cup,ATP Finals,2,Hard,-,2022-01-17,2022
2022-0337,Vienna,Outro,32,Hard,-,2022-01-24,2022
2023-M-DC-2023-WG1-PO-PER-IRL-01,Davis Cup,Davis Cup,4,-,-,2023-01-03,2023
2023-M-DC-2023-WG1-M-PER-NOR-01,Davis Cup,Davis Cup,4,Clay,-,2023-01-16,2023
2023-6116,Atlanta,Outro,32,Hard,-,2023-01-24,2023
2024-M-DC-2024-WG2-PO-HKG-ZIM-01,Davis Cup,Davis Cup,4,Hard,-,2024-01-03,2024
2025-M-DC-2025-WG2-R1-ESA-ROU-01,Davis Cup,Davis Cup,4,Hard,-,2025-01-13,2025
2026-416,Rome Masters,Masters 1000,96,Clay,Não,2026-01-14,2026
2026-308,Munich,ATP 500,32,Clay,Não,2026-01-15,2026
1968-7310,Beckenham,Outro,64,Grass,-,1968-01-10,1968
1969-9341,Brisbane,Outro,64,Grass,-,1969-01-01,1969
1973-D037,Davis Cup,Davis Cup,4,-,-,1973-01-26,1973
1977-D017,Davis Cup,Davis Cup,4,Clay,-,1977-01-01,1977
1977-D007,Davis Cup,Davis Cup,4,Grass,-,1977-01-11,1977
1977-D016,Davis Cup,Davis Cup,4,-,-,1977-01-15,1977
1978-419,Indianapolis,Outro,64,Clay,-,1978-01-07,1978
1980-317,Hilversum,Outro,32,Clay,-,1980-01-21,1980
1981-702,Venice,Outro,32,Clay,-,1981-01-13,1981
1982-D027,Davis Cup,Davis Cup,4,Clay,-,1982-01-09,1982
1982-811,Zell Am See WCT,Outro,32,Clay,-,1982-01-12,1982
1983-804,Munich WCT,Outro,32,Carpet,Sim,1983-01-14,1983
1986-708,La Quinta,Outro,56,Hard,-,1986-01-24,1986
1988-407,Rotterdam,Outro,32,Carpet,Sim,1988-01-08,1988
1989-D028,Davis Cup,Davis Cup,4,Hard,-,1989-01-07,1989
1989-310,Florence,Outro,32,Clay,-,1989-01-22,1989
1994-339,Adelaide,Outro,32,Hard,-,1994-01-03,1994
1995-429,Stockholm,Outro,32,Hard,-,1995-01-06,1995
1996-D076,Davis Cup,Davis Cup,4,Clay,-,1996-01-03,1996
1996-D062,Davis Cup,Davis Cup,4,Hard,-,1996-01-09,1996
1998-329,Tokyo,Outro,56,Hard,-,1998-01-13,1998
2000-D025,Davis Cup,Davis Cup,4,Hard,-,2000-01-21,2000
2003-D056,Davis Cup,Davis Cup,4,Clay,-,2003-01-11,2003
2004-499,Delray Beach,Outro,32,Hard,-,2004-01-13,2004
2004-D050,Davis Cup,Davis Cup,4,Clay,-,2004-01-16,2004
2004-D067,Davis Cup,Davis Cup,4,Hard,-,2004-01-24,2004
2005-D040,Davis Cup,Davis Cup,4,Hard,-,2005-01-04,2005
2008-495,Dubai,Outro,32,Hard,-,2008-01-03,2008
2009-D071,Davis Cup,Davis Cup,4,Hard,-,2009-01-10,2009
2011-D035,Davis Cup,Davis Cup,4,Hard,-,2011-01-08,2011
2011-D041,Davis Cup,Davis Cup,4,Clay,-,2011-01-08,2011
2013-D079,Davis Cup,Davis Cup,4,Clay,-,2013-01-13,2013
2014-D050,Davis Cup,Davis Cup,4,Hard,-,2014-01-04,2014
2014-315,Newport,Outro,32,Grass,-,2014-01-07,2014
2018-M-DC-2018-G2-AM-M-BOL-PER-01,Davis Cup,Davis Cup,4,Clay,-,2018-01-03,2018
2018-7696,NextGen Finals,ATP Finals,8,Hard,-,2018-01-05,2018
2019-0429,Stockholm,Outro,32,Hard,-,2019-01-14,2019
2019-0414,Hamburg,Outro,32,Clay,-,2019-01-22,2019
2019-M016,Eastbourne,Outro,32,Grass,-,2019-01-24,2019
2021-M-DC-2021-WG2-M-TUR-LAT-01,Davis Cup,Davis Cup,4,Hard,-,2021-01-18,2021
2025-M-DC-2025-WG2-PO-DOM-BOL-01,Davis Cup,Davis Cup,4,Hard,-,2025-01-01,2025
2025-4713,Hangzhou,ATP 250,28,Hard,Não,2025-01-17,2025
2026-540,Wimbledon,Grand Slam,128,Grass,Não,2026-01-10,2026
1970-D041,Davis Cup,Davis Cup,4,-,-,1970-01-01,1970
1970-9289,Champions Classic,Outro,9,Carpet,Sim,1970-01-16,1970
1971-338,Sydney Outdoor,Outro,32,Hard,-,1971-01-18,1971
1971-9237,Pensacola,Outro,32,Hard,-,1971-01-24,1971
1973-D054,Davis Cup,Davis Cup,4,-,-,1973-01-18,1973
1974-336,Hong Kong,Outro,32,Hard,-,1974-01-04,1974
1974-D040,Davis Cup,Davis Cup,4,-,-,1974-01-05,1974
1974-560,US Open,Grand Slam,128,Grass,-,1974-01-28,1974
1978-333,Taipei,Outro,32,Carpet,Sim,1978-01-13,1978
1979-317,Hilversum,Outro,32,Clay,-,1979-01-23,1979
1981-D024,Davis Cup,Davis Cup,4,Clay,-,1981-01-08,1981
1983-D004,Davis Cup,Davis Cup,4,Clay,-,1983-01-04,1983
1984-428,Tokyo Indoor,Outro,32,Carpet,Sim,1984-01-15,1984
1985-D031,Davis Cup,Davis Cup,4,Hard,-,1985-01-04,1985
1985-D014,Davis Cup,Davis Cup,4,Carpet,Sim,1985-01-08,1985
1987-315,Newport,Outro,32,Grass,-,1987-01-06,1987
1987-325,Palermo,Outro,32,Clay,-,1987-01-28,1987
1991-D084,Davis Cup,Davis Cup,4,Clay,-,1991-01-01,1991
1991-D083,Davis Cup,Davis Cup,4,Clay,-,1991-01-03,1991
1991-425,Barcelona,Outro,56,Clay,-,1991-01-08,1991
1992-92,Barcelona Olympics,Olympics Games,64,Clay,-,1992-01-27,1992
1995-D047,Davis Cup,Davis Cup,4,Hard,-,1995-01-28,1995
1997-D049,Davis Cup,Davis Cup,4,Clay,-,1997-01-07,1997
1998-D045,Davis Cup,Davis Cup,4,Carpet,Sim,1998-01-03,1998
2004-325,Palermo,Outro,32,Clay,-,2004-01-27,2004
2008-321,Stuttgart,Outro,28,Clay,-,2008-01-07,2008
2009-451,Doha,Outro,32,Hard,-,2009-01-05,2009
2009-425,Barcelona,Outro,56,Clay,-,2009-01-20,2009
2011-D030,Davis Cup,Davis Cup,4,Hard,-,2011-01-04,2011
2012-D070,Davis Cup,Davis Cup,4,Hard,-,2012-01-10,2012
2012-D076,Davis Cup,Davis Cup,4,Clay,-,2012-01-14,2012
2015-D021,Davis Cup,Davis Cup,4,Hard,-,2015-01-06,2015
2015-500,Halle,Outro,32,Grass,-,2015-01-15,2015
2015-D078,Davis Cup,Davis Cup,4,Clay,-,2015-01-18,2015
2019-5014,Shanghai Masters,Masters 1000,64,Hard,-,2019-01-07,2019
2019-M-DC-2019-G2-AO-M-TPE-HKG-01,Davis Cup,Davis Cup,4,Hard,-,2019-01-14,2019
2020-7434,Sofia,Outro,32,Hard,-,2020-01-09,2020
2021-7485,Antwerp,Outro,32,Hard,-,2021-01-18,2021
2022-M-DC-2022-QLS-M-FRA-ECU-01,Davis Cup,Davis Cup,4,Hard,-,2022-01-04,2022
2023-0429,Stockholm,Outro,32,Hard,-,2023-01-16,2023
2024-M-DC-2024-FLS-2-M-B-FRA-ESP-01,Davis Cup,ATP Finals,2,Hard,-,2024-01-13,2024
2024-M-DC-2024-WG1-M-KAZ-DEN-01,Davis Cup,Davis Cup,4,Hard,-,2024-01-14,2024
2026-580,Australian Open,Grand Slam,128,Hard,Não,2026-01-27,2026
1969-9282,New York 2,Outro,8,Carpet,Sim,1969-01-15,1969
1972-316,Bastad,Outro,32,Clay,-,1972-01-16,1972
1974-338,Sydney,Outro,48,Grass,-,1973-01-31,1973
1974-D026,Davis Cup,Davis Cup,4,-,-,1974-01-11,1974
1977-277,Berlin,Outro,32,Clay,-,1977-01-13,1977
1980-D004,Davis Cup,Davis Cup,4,Clay,-,1980-01-19,1980
1982-808,Genova WCT,Outro,32,Carpet,Sim,1982-01-22,1982
1982-605,Masters,Masters 1000,12,Carpet,Sim,1983-01-18,1983
1986-D042,Davis Cup,Davis Cup,4,Hard,-,1986-01-09,1986
1986-D023,Davis Cup,Davis Cup,4,Carpet,Sim,1986-01-18,1986
1986-425,Barcelona,Outro,64,Clay,-,1986-01-22,1986
1987-416,Rome,Masters 1000,64,Clay,-,1987-01-11,1987
1989-D039,Davis Cup,Davis Cup,4,Carpet,Sim,1989-01-03,1989
1989-475,San Marino,Outro,32,Clay,-,1989-01-21,1989
1990-D051,Davis Cup,Davis Cup,4,Hard,-,1990-01-02,1990
1990-D062,Davis Cup,Davis Cup,4,Hard,-,1990-01-30,1990
1992-D076,Davis Cup,Davis Cup,4,Clay,-,1992-01-25,1992
1992-D074,Davis Cup,Davis Cup,4,Hard,-,1992-01-31,1992
1993-418,Washington,Outro,56,Hard,-,1993-01-19,1993
1993-520,Roland Garros,Grand Slam,128,Clay,-,1993-01-24,1993
1996-D056,Davis Cup,Davis Cup,4,Carpet,Sim,1996-01-20,1996
1997-560,US Open,Grand Slam,128,Hard,-,1997-01-25,1997
2001-73,Tashkent,Outro,32,Hard,-,2001-01-10,2001
2002-423,Los Angeles,Outro,32,Hard,-,2002-01-22,2002
2003-408,Milan,Outro,32,Carpet,Sim,2003-01-27,2003
2005-425,Barcelona,Outro,56,Clay,-,2005-01-18,2005
2007-D017,Davis Cup,Davis Cup,4,Clay,-,2007-01-06,2007
